From,To,Weight,Level,Strategy,Score,Reason,ParentPath
Tecnologia,Mercearia,75.0,1,multiobjective,0.6761,alto peso e elevada probabilidade local,Tecnologia
Tecnologia,Higiene,26.0,1,multiobjective,0.3269,boa cobertura global,Tecnologia
Tecnologia,Limpeza,22.0,1,multiobjective,0.2984,boa cobertura global,Tecnologia
Limpeza,Mercearia,29.0,2,multiobjective,0.3938,boa cobertura global,Tecnologia -> Limpeza
Higiene,Mercearia,23.0,2,multiobjective,0.3329,boa cobertura global,Tecnologia -> Higiene
Mercearia,Higiene,23.0,2,multiobjective,0.2838,boa cobertura global,Tecnologia -> Mercearia
Mercearia,Higiene,23.0,3,multiobjective,0.249,destino central no grafo,Tecnologia -> Limpeza -> Mercearia
Mercearia,Limpeza,18.0,3,multiobjective,0.2308,boa cobertura global,Tecnologia -> Higiene -> Mercearia
Higiene,Limpeza,11.0,3,multiobjective,0.2034,destino central no grafo,Tecnologia -> Mercearia -> Higiene
