From,To,Weight,Level,Direction,Method
589.98,1081.95,1,136,FORWARD,ramex_back_forward_polytree_formal
1081.95,813.52,1,137,FORWARD,ramex_back_forward_polytree_formal
813.52,1934.72,1,138,FORWARD,ramex_back_forward_polytree_formal
1934.72,13.71,1,139,FORWARD,ramex_back_forward_polytree_formal
13.71,199.1,1,140,FORWARD,ramex_back_forward_polytree_formal
199.1,750.74,1,141,FORWARD,ramex_back_forward_polytree_formal
750.74,617.0,1,142,FORWARD,ramex_back_forward_polytree_formal
617.0,654.38,1,143,FORWARD,ramex_back_forward_polytree_formal
654.38,1671.32,1,144,FORWARD,ramex_back_forward_polytree_formal
9.57,30.77,1,135,FORWARD,ramex_back_forward_polytree_formal
