From,To,Weight,Level,Method,IsRootedBranching
SOURCE,Tecnologia,17,1,networkx_arborescence,True
Tecnologia,Higiene,26,2,networkx_arborescence,True
Tecnologia,Limpeza,22,2,networkx_arborescence,True
Tecnologia,Mercearia,75,2,networkx_arborescence,True
