From,To,Weight,Level,ParentPath,Score,Strategy,Reason
10,102,9,5,150 -> 120 -> 122 -> 81 -> 10,0.30922842961636066,multiobjective,mantida por diversidade estrutural
10,179,9,5,150 -> 120 -> 122 -> 81 -> 10,0.3082904786784097,multiobjective,mantida por diversidade estrutural
24,88,9,5,150 -> 120 -> 84 -> 197 -> 24,0.3107643443022954,multiobjective,mantida por diversidade estrutural
24,107,9,5,150 -> 120 -> 84 -> 197 -> 24,0.30944527121851645,multiobjective,mantida por diversidade estrutural
24,73,8,5,150 -> 120 -> 84 -> 197 -> 24,0.2874505599581505,multiobjective,mantida por diversidade estrutural
38,165,10,5,150 -> 120 -> 84 -> 197 -> 38,0.3355350250127978,multiobjective,mantida por diversidade estrutural
38,155,9,5,150 -> 120 -> 84 -> 197 -> 38,0.3110909305453447,multiobjective,mantida por diversidade estrutural
38,34,8,5,150 -> 120 -> 84 -> 197 -> 38,0.28721061338585496,multiobjective,mantida por diversidade estrutural
39,98,8,5,150 -> 120 -> 84 -> 197 -> 39,0.28738759562470684,multiobjective,mantida por diversidade estrutural
39,93,8,5,150 -> 120 -> 84 -> 197 -> 39,0.2870044538622547,multiobjective,mantida por diversidade estrutural
39,123,8,5,150 -> 120 -> 84 -> 197 -> 39,0.28549365623076745,multiobjective,mantida por diversidade estrutural
102,181,11,5,150 -> 120 -> 84 -> 10 -> 102,0.3559366079538246,multiobjective,mantida por diversidade estrutural
102,147,9,5,150 -> 120 -> 84 -> 10 -> 102,0.3110383541660769,multiobjective,mantida por diversidade estrutural
102,177,9,5,150 -> 120 -> 84 -> 10 -> 102,0.31009138446910717,multiobjective,mantida por diversidade estrutural
119,90,9,5,150 -> 120 -> 84 -> 10 -> 119,0.31260953876327197,multiobjective,mantida por diversidade estrutural
119,74,8,5,150 -> 120 -> 84 -> 10 -> 119,0.2854934635789293,multiobjective,mantida por diversidade estrutural
119,123,8,5,150 -> 120 -> 84 -> 10 -> 119,0.2853019416177444,multiobjective,mantida por diversidade estrutural
179,45,9,5,150 -> 120 -> 84 -> 10 -> 179,0.3113615424908101,multiobjective,mantida por diversidade estrutural
179,1,8,5,150 -> 120 -> 84 -> 10 -> 179,0.28842499998434895,multiobjective,mantida por diversidade estrutural
179,140,8,5,150 -> 120 -> 84 -> 10 -> 179,0.28803779459714357,multiobjective,mantida por diversidade estrutural
175,7,9,5,150 -> 120 -> 84 -> 153 -> 175,0.30996880096297436,multiobjective,mantida por diversidade estrutural
175,173,9,5,150 -> 120 -> 84 -> 153 -> 175,0.30938188787606125,multiobjective,mantida por diversidade estrutural
175,65,8,5,150 -> 120 -> 84 -> 153 -> 175,0.28645393400431035,multiobjective,mantida por diversidade estrutural
106,162,10,5,150 -> 120 -> 84 -> 153 -> 106,0.33137604501714074,multiobjective,mantida por diversidade estrutural
106,158,9,5,150 -> 120 -> 84 -> 153 -> 106,0.31052269611489963,multiobjective,mantida por diversidade estrutural
106,60,9,5,150 -> 120 -> 84 -> 153 -> 106,0.3103415366946098,multiobjective,mantida por diversidade estrutural
160,135,9,5,150 -> 120 -> 84 -> 153 -> 160,0.3109504637099655,multiobjective,mantida por diversidade estrutural
160,16,8,5,150 -> 120 -> 84 -> 153 -> 160,0.2872431586476619,multiobjective,mantida por diversidade estrutural
160,70,8,5,150 -> 120 -> 84 -> 153 -> 160,0.28590721860204454,multiobjective,mantida por diversidade estrutural
15,126,8,5,150 -> 132 -> 72 -> 78 -> 15,0.28681710724263915,multiobjective,mantida por diversidade estrutural
15,93,8,5,150 -> 132 -> 72 -> 78 -> 15,0.2866398022781001,multiobjective,mantida por diversidade estrutural
15,92,8,5,150 -> 132 -> 72 -> 78 -> 15,0.2866156243283903,multiobjective,mantida por diversidade estrutural
141,200,10,5,150 -> 132 -> 72 -> 78 -> 141,0.33585932184621253,multiobjective,mantida por diversidade estrutural
141,167,8,5,150 -> 132 -> 72 -> 78 -> 141,0.285498462261659,multiobjective,mantida por diversidade estrutural
141,54,8,5,150 -> 132 -> 72 -> 78 -> 141,0.28509176369706574,multiobjective,mantida por diversidade estrutural
47,42,9,5,150 -> 132 -> 72 -> 78 -> 47,0.30982868391179785,multiobjective,mantida por diversidade estrutural
47,12,8,5,150 -> 132 -> 72 -> 78 -> 47,0.2880295372145274,multiobjective,mantida por diversidade estrutural
47,163,8,5,150 -> 132 -> 72 -> 78 -> 47,0.2859935523660425,multiobjective,mantida por diversidade estrutural
135,179,9,5,150 -> 132 -> 72 -> 160 -> 135,0.30806940158343415,multiobjective,mantida por diversidade estrutural
135,152,9,5,150 -> 132 -> 72 -> 160 -> 135,0.30744850186459627,multiobjective,mantida por diversidade estrutural
135,200,8,5,150 -> 132 -> 72 -> 160 -> 135,0.288347955005331,multiobjective,mantida por diversidade estrutural
16,42,9,5,150 -> 132 -> 72 -> 160 -> 16,0.30965399107009345,multiobjective,mantida por diversidade estrutural
16,66,9,5,150 -> 132 -> 72 -> 160 -> 16,0.30800742335209713,multiobjective,mantida por diversidade estrutural
16,199,8,5,150 -> 132 -> 72 -> 160 -> 16,0.28764663838952303,multiobjective,mantida por diversidade estrutural
70,11,10,5,150 -> 132 -> 72 -> 160 -> 70,0.33279533867877975,multiobjective,mantida por diversidade estrutural
70,17,10,5,150 -> 132 -> 72 -> 160 -> 70,0.33241655079999183,multiobjective,mantida por diversidade estrutural
70,54,9,5,150 -> 132 -> 72 -> 160 -> 70,0.30876243780753476,multiobjective,mantida por diversidade estrutural
184,45,8,5,150 -> 132 -> 72 -> 7 -> 184,0.287396074867592,multiobjective,mantida por diversidade estrutural
184,182,8,5,150 -> 132 -> 72 -> 7 -> 184,0.2873506203221375,multiobjective,mantida por diversidade estrutural
184,67,8,5,150 -> 132 -> 72 -> 7 -> 184,0.2869718324433496,multiobjective,mantida por diversidade estrutural
172,153,9,5,150 -> 132 -> 72 -> 7 -> 172,0.31072411368136166,multiobjective,mantida por diversidade estrutural
172,106,8,5,150 -> 132 -> 72 -> 7 -> 172,0.2872098965629839,multiobjective,mantida por diversidade estrutural
172,130,8,5,150 -> 132 -> 72 -> 7 -> 172,0.2860247780511327,multiobjective,mantida por diversidade estrutural
163,165,11,5,150 -> 132 -> 72 -> 7 -> 163,0.3589165166555652,multiobjective,mantida por diversidade estrutural
163,11,10,5,150 -> 132 -> 72 -> 7 -> 163,0.33237873252920447,multiobjective,mantida por diversidade estrutural
163,110,9,5,150 -> 132 -> 72 -> 7 -> 163,0.3070293025323743,multiobjective,mantida por diversidade estrutural
179,45,9,5,150 -> 132 -> 109 -> 168 -> 179,0.3110750093658525,multiobjective,mantida por diversidade estrutural
179,1,8,5,150 -> 132 -> 109 -> 168 -> 179,0.28830135185761363,multiobjective,mantida por diversidade estrutural
179,140,8,5,150 -> 132 -> 109 -> 168 -> 179,0.2878674006955071,multiobjective,mantida por diversidade estrutural
155,7,9,5,150 -> 132 -> 109 -> 168 -> 155,0.3099313992261344,multiobjective,mantida por diversidade estrutural
155,148,8,5,150 -> 132 -> 109 -> 168 -> 155,0.28596304380836396,multiobjective,mantida por diversidade estrutural
155,163,8,5,150 -> 132 -> 109 -> 168 -> 155,0.2858610624563826,multiobjective,mantida por diversidade estrutural
66,97,8,5,150 -> 132 -> 109 -> 168 -> 66,0.2865753890394178,multiobjective,mantida por diversidade estrutural
66,23,8,5,150 -> 132 -> 109 -> 168 -> 66,0.2855003529643817,multiobjective,mantida por diversidade estrutural
66,13,8,5,150 -> 132 -> 109 -> 168 -> 66,0.2850602375242663,multiobjective,mantida por diversidade estrutural
85,15,12,5,150 -> 132 -> 109 -> 37 -> 85,0.38088180403008837,multiobjective,mantida por diversidade estrutural
85,106,11,5,150 -> 132 -> 109 -> 37 -> 85,0.3581164249921322,multiobjective,mantida por diversidade estrutural
85,35,10,5,150 -> 132 -> 109 -> 37 -> 85,0.33557260112856135,multiobjective,mantida por diversidade estrutural
106,162,10,5,150 -> 132 -> 109 -> 37 -> 106,0.3312349509528026,multiobjective,mantida por diversidade estrutural
106,158,9,5,150 -> 132 -> 109 -> 37 -> 106,0.3103572785706348,multiobjective,mantida por diversidade estrutural
106,60,9,5,150 -> 132 -> 109 -> 37 -> 106,0.31020151533075935,multiobjective,mantida por diversidade estrutural
195,122,9,5,150 -> 132 -> 109 -> 37 -> 195,0.3112029884182753,multiobjective,mantida por diversidade estrutural
195,133,9,5,150 -> 132 -> 109 -> 37 -> 195,0.309393224108511,multiobjective,mantida por diversidade estrutural
195,64,8,5,150 -> 132 -> 109 -> 37 -> 195,0.2867134183121918,multiobjective,mantida por diversidade estrutural
147,32,9,5,150 -> 132 -> 109 -> 200 -> 147,0.30968973312447573,multiobjective,mantida por diversidade estrutural
147,83,8,5,150 -> 132 -> 109 -> 200 -> 147,0.28917830477218404,multiobjective,mantida por diversidade estrutural
147,186,8,5,150 -> 132 -> 109 -> 200 -> 147,0.2857692138630931,multiobjective,mantida por diversidade estrutural
34,185,8,5,150 -> 132 -> 109 -> 200 -> 34,0.2882485998117312,multiobjective,mantida por diversidade estrutural
34,84,8,5,150 -> 132 -> 109 -> 200 -> 34,0.287566781629913,multiobjective,mantida por diversidade estrutural
34,106,8,5,150 -> 132 -> 109 -> 200 -> 34,0.2870364785996099,multiobjective,mantida por diversidade estrutural
124,45,8,5,150 -> 132 -> 109 -> 200 -> 124,0.28738997193611177,multiobjective,mantida por diversidade estrutural
124,160,8,5,150 -> 132 -> 109 -> 200 -> 124,0.2869326964788363,multiobjective,mantida por diversidade estrutural
124,178,7,5,150 -> 132 -> 109 -> 200 -> 124,0.26466237614024857,multiobjective,mantida por diversidade estrutural
122,139,9,5,150 -> 132 -> 189 -> 194 -> 122,0.3077996052598654,multiobjective,mantida por diversidade estrutural
122,100,8,5,150 -> 132 -> 189 -> 194 -> 122,0.28736528163551284,multiobjective,mantida por diversidade estrutural
122,91,8,5,150 -> 132 -> 189 -> 194 -> 122,0.28653511865067,multiobjective,mantida por diversidade estrutural
1,47,9,5,150 -> 132 -> 189 -> 194 -> 1,0.31143193816206494,multiobjective,mantida por diversidade estrutural
1,181,9,5,150 -> 132 -> 189 -> 194 -> 1,0.3086329303851811,multiobjective,mantida por diversidade estrutural
1,66,9,5,150 -> 132 -> 189 -> 194 -> 1,0.3079591572556557,multiobjective,mantida por diversidade estrutural
177,2,10,5,150 -> 132 -> 189 -> 194 -> 177,0.33402236970008387,multiobjective,mantida por diversidade estrutural
177,159,8,5,150 -> 132 -> 189 -> 194 -> 177,0.28569476976325686,multiobjective,mantida por diversidade estrutural
177,9,8,5,150 -> 132 -> 189 -> 194 -> 177,0.283568241320939,multiobjective,mantida por diversidade estrutural
122,139,9,5,150 -> 132 -> 189 -> 195 -> 122,0.30765855971121114,multiobjective,mantida por diversidade estrutural
122,100,8,5,150 -> 132 -> 189 -> 195 -> 122,0.2872281180744362,multiobjective,mantida por diversidade estrutural
122,91,8,5,150 -> 132 -> 189 -> 195 -> 122,0.2863816095105364,multiobjective,mantida por diversidade estrutural
133,15,12,5,150 -> 132 -> 189 -> 195 -> 133,0.3808742781563688,multiobjective,mantida por diversidade estrutural
133,98,10,5,150 -> 132 -> 189 -> 195 -> 133,0.33445374799342126,multiobjective,mantida por diversidade estrutural
133,41,10,5,150 -> 132 -> 189 -> 195 -> 133,0.3314234449631182,multiobjective,mantida por diversidade estrutural
64,12,8,5,150 -> 132 -> 189 -> 195 -> 64,0.28792040423270554,multiobjective,mantida por diversidade estrutural
64,63,8,5,150 -> 132 -> 189 -> 195 -> 64,0.28654770286000414,multiobjective,mantida por diversidade estrutural
64,87,8,5,150 -> 132 -> 189 -> 195 -> 64,0.28626280257510384,multiobjective,mantida por diversidade estrutural
8,1,9,5,150 -> 132 -> 189 -> 108 -> 8,0.3116791280719971,multiobjective,mantida por diversidade estrutural
8,76,8,5,150 -> 132 -> 189 -> 108 -> 8,0.28805721616443675,multiobjective,mantida por diversidade estrutural
8,29,8,5,150 -> 132 -> 189 -> 108 -> 8,0.2874408833447141,multiobjective,mantida por diversidade estrutural
99,47,9,5,150 -> 132 -> 189 -> 108 -> 99,0.3112658240837132,multiobjective,mantida por diversidade estrutural
99,199,8,5,150 -> 132 -> 189 -> 108 -> 99,0.2874781322868442,multiobjective,mantida por diversidade estrutural
99,96,8,5,150 -> 132 -> 189 -> 108 -> 99,0.2872394004304653,multiobjective,mantida por diversidade estrutural
15,126,8,5,150 -> 132 -> 189 -> 108 -> 15,0.28675505050505046,multiobjective,mantida por diversidade estrutural
15,93,8,5,150 -> 132 -> 189 -> 108 -> 15,0.2866161616161616,multiobjective,mantida por diversidade estrutural
15,92,8,5,150 -> 132 -> 189 -> 108 -> 15,0.2865151515151515,multiobjective,mantida por diversidade estrutural
